Reporte de Cambios - 20250905_131733
--------------------------------------------------
Productos Nuevos:
SKU: SKU002770, Nombre: Pants 3pz Deportivo Ignacio Ramirez Lopez Talla 6, Inventario: 0, Precio: 575.0, Escuela: Ignacio Ramirez Lopez, Última Modificación: 2025-05-26 11:49:36
SKU: SKU003990, Nombre: Camisa Cuello olan Rojo Talla 6, Inventario: 13, Precio: 139.0, Escuela: Sin Escuela, Última Modificación: 2025-07-17 11:59:07
SKU: SKU003991, Nombre: Camisa Cuello olan Vino Talla 6, Inventario: 9, Precio: 139.0, Escuela: Sin Escuela, Última Modificación: 2025-07-17 11:59:07
SKU: SKU003992, Nombre: Camisa Cuello olan Azul Talla 8, Inventario: 10, Precio: 139.0, Escuela: Sin Escuela, Última Modificación: 2025-07-17 11:59:07
SKU: SKU003993, Nombre: Camisa Cuello olan Rojo Talla 8, Inventario: 18, Precio: 139.0, Escuela: Sin Escuela, Última Modificación: 2025-07-17 11:59:07
SKU: SKU003994, Nombre: Camisa Cuello olan Vino Talla 8, Inventario: 10, Precio: 139.0, Escuela: Sin Escuela, Última Modificación: 2025-07-17 11:59:07
SKU: SKU003995, Nombre: Camisa Cuello olan Azul Talla 10, Inventario: 0, Precio: 139.0, Escuela: Sin Escuela, Última Modificación: 2025-07-17 11:59:07
SKU: SKU003996, Nombre: Camisa Cuello olan Rojo Talla 10, Inventario: 0, Precio: 139.0, Escuela: Sin Escuela, Última Modificación: 2025-07-17 11:59:07
SKU: SKU003997, Nombre: Camisa Cuello olan Vino Talla 10, Inventario: 0, Precio: 139.0, Escuela: Sin Escuela, Última Modificación: 2025-07-17 11:59:07
SKU: SKU003998, Nombre: Playera Polo Gris Talla 4, Inventario: 0, Precio: 199.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-17 13:31:48
SKU: SKU003999, Nombre: Playera Polo Gris Talla 6, Inventario: 12, Precio: 199.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-17 13:31:49
SKU: SKU004000, Nombre: Playera Polo Gris Talla 8, Inventario: 8, Precio: 199.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-17 13:31:49
SKU: SKU004001, Nombre: Playera Polo Gris Talla 10, Inventario: 5, Precio: 199.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-17 13:31:49
SKU: SKU004002, Nombre: Playera Polo Gris Talla 12, Inventario: 28, Precio: 199.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-17 13:31:49
SKU: SKU004003, Nombre: Playera Polo Gris Talla 14, Inventario: 20, Precio: 199.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-17 13:31:49
SKU: SKU004004, Nombre: Playera Polo Gris Talla 16, Inventario: 13, Precio: 199.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-17 13:31:49
SKU: SKU004005, Nombre: Playera Polo Gris Talla CH, Inventario: 4, Precio: 215.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-17 13:31:49
SKU: SKU004006, Nombre: Playera Polo Gris Talla MD, Inventario: 2, Precio: 225.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-17 13:31:49
SKU: SKU004007, Nombre: Playera Polo Gris Talla GD, Inventario: 0, Precio: 235.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-17 13:31:49
SKU: SKU004008, Nombre: Suéter Cuello V H Azul Marino Talla 4, Inventario: 0, Precio: 290.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:19
SKU: SKU004009, Nombre: Suéter Cuello V H Azul Marino Talla 6, Inventario: 30, Precio: 290.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:19
SKU: SKU004010, Nombre: Suéter Cuello V H Azul Marino Talla 8, Inventario: 2, Precio: 290.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:19
SKU: SKU004011, Nombre: Suéter Cuello V H Azul Marino Talla 10, Inventario: 1, Precio: 295.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:19
SKU: SKU004012, Nombre: Suéter Cuello V H Azul Marino Talla 12, Inventario: 0, Precio: 295.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:20
SKU: SKU004013, Nombre: Suéter Cuello V H Azul Marino Talla 14, Inventario: 4, Precio: 300.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:20
SKU: SKU004014, Nombre: Suéter Cuello V H Azul Marino Talla 16, Inventario: 9, Precio: 300.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:20
SKU: SKU004015, Nombre: Suéter Cuello V H Azul Marino Talla 34, Inventario: 5, Precio: 315.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:20
SKU: SKU004016, Nombre: Suéter Cuello V H Azul Marino Talla 36, Inventario: 2, Precio: 325.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:20
SKU: SKU004017, Nombre: Suéter Cuello V H Azul Marino Talla 38, Inventario: 0, Precio: 325.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:20
SKU: SKU004018, Nombre: Suéter Cuello V H Azul Marino Talla 40, Inventario: 0, Precio: 335.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:20
SKU: SKU004019, Nombre: Suéter Botones M Azul Marino Talla 4, Inventario: 0, Precio: 290.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:41
SKU: SKU004020, Nombre: Suéter Botones M Azul Marino Talla 6, Inventario: 11, Precio: 290.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:41
SKU: SKU004021, Nombre: Suéter Botones M Azul Marino Talla 8, Inventario: 5, Precio: 290.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:41
SKU: SKU004022, Nombre: Suéter Botones M Azul Marino Talla 10, Inventario: 12, Precio: 295.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:41
SKU: SKU004023, Nombre: Suéter Botones M Azul Marino Talla 12, Inventario: 13, Precio: 295.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:41
SKU: SKU004024, Nombre: Suéter Botones M Azul Marino Talla 14, Inventario: 12, Precio: 300.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:42
SKU: SKU004025, Nombre: Suéter Botones M Azul Marino Talla 16, Inventario: 16, Precio: 300.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:42
SKU: SKU004026, Nombre: Suéter Botones M Azul Marino Talla 34, Inventario: 7, Precio: 315.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:42
SKU: SKU004027, Nombre: Suéter Botones M Azul Marino Talla 36, Inventario: 2, Precio: 325.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:42
SKU: SKU004028, Nombre: Suéter Botones M Azul Marino Talla 38, Inventario: 1, Precio: 325.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:42
SKU: SKU004029, Nombre: Suéter Botones M Azul Marino Talla 40, Inventario: 0, Precio: 335.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 14:59:42
SKU: SKU004030, Nombre: Chaleco Azul Marino Talla 4, Inventario: 0, Precio: 240.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 15:00:23
SKU: SKU004031, Nombre: Chaleco Azul Marino Talla 6, Inventario: 7, Precio: 240.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 15:00:23
SKU: SKU004032, Nombre: Chaleco Azul Marino Talla 8, Inventario: 5, Precio: 240.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 15:00:23
SKU: SKU004033, Nombre: Chaleco Azul Marino Talla 10, Inventario: 6, Precio: 250.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 15:00:23
SKU: SKU004034, Nombre: Chaleco Azul Marino Talla 12, Inventario: 3, Precio: 250.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 15:00:23
SKU: SKU004035, Nombre: Chaleco Azul Marino Talla 14, Inventario: 8, Precio: 260.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 15:00:23
SKU: SKU004036, Nombre: Chaleco Azul Marino Talla 16, Inventario: 12, Precio: 260.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 15:00:23
SKU: SKU004037, Nombre: Chaleco Azul Marino Talla 34, Inventario: 5, Precio: 290.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 15:00:23
SKU: SKU004038, Nombre: Chaleco Azul Marino Talla 36, Inventario: 1, Precio: 290.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 15:00:24
SKU: SKU004039, Nombre: Chaleco Azul Marino Talla 38, Inventario: 0, Precio: 300.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 15:00:24
SKU: SKU004040, Nombre: Chaleco Azul Marino Talla 40, Inventario: 0, Precio: 300.0, Escuela: Francisco Villa, Última Modificación: 2025-07-17 15:00:24
SKU: SKU004041, Nombre: Falda Escolar Pata de gallo Talla 32, Inventario: 0, Precio: 245.0, Escuela: Colegio Motolinea, Última Modificación: 2025-07-17 16:45:53
SKU: SKU004042, Nombre: Falda Escolar Pata de gallo Talla 34, Inventario: 4, Precio: 245.0, Escuela: Colegio Motolinea, Última Modificación: 2025-07-17 16:45:54
SKU: SKU004043, Nombre: Falda Escolar Pata de gallo Talla 36, Inventario: 1, Precio: 245.0, Escuela: Colegio Motolinea, Última Modificación: 2025-07-17 16:45:54
SKU: SKU004044, Nombre: Falda Escolar Pata de gallo Talla 38, Inventario: 5, Precio: 245.0, Escuela: Colegio Motolinea, Última Modificación: 2025-07-17 16:45:54
SKU: SKU004045, Nombre: Suéter Cuello V H Azul Marino Talla 14, Inventario: 17, Precio: 300.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:35:47
SKU: SKU004046, Nombre: Suéter Cuello V H Azul Marino Talla 16, Inventario: 12, Precio: 300.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:35:47
SKU: SKU004047, Nombre: Suéter Cuello V H Azul Marino Talla 32, Inventario: 0, Precio: 315.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:35:47
SKU: SKU004048, Nombre: Suéter Cuello V H Azul Marino Talla 34, Inventario: 2, Precio: 315.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:35:47
SKU: SKU004049, Nombre: Suéter Cuello V H Azul Marino Talla 36, Inventario: 2, Precio: 325.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:35:47
SKU: SKU004050, Nombre: Suéter Cuello V H Azul Marino Talla 38, Inventario: 0, Precio: 325.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:35:47
SKU: SKU004051, Nombre: Suéter Cuello V H Azul Marino Talla 40, Inventario: 10, Precio: 335.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:35:47
SKU: SKU004052, Nombre: Suéter Cuello V H Azul Marino Talla 42, Inventario: 8, Precio: 335.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:35:47
SKU: SKU004053, Nombre: Suéter Cuello V H Azul Marino Talla 44, Inventario: 0, Precio: 355.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:35:48
SKU: SKU004054, Nombre: Suéter Botones M Azul Marino Talla 14, Inventario: 1, Precio: 300.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:36:01
SKU: SKU004055, Nombre: Suéter Botones M Azul Marino Talla 16, Inventario: 0, Precio: 300.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:36:01
SKU: SKU004056, Nombre: Suéter Botones M Azul Marino Talla 32, Inventario: 0, Precio: 315.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:36:01
SKU: SKU004057, Nombre: Suéter Botones M Azul Marino Talla 34, Inventario: 0, Precio: 315.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:36:01
SKU: SKU004058, Nombre: Suéter Botones M Azul Marino Talla 36, Inventario: 19, Precio: 325.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:36:01
SKU: SKU004059, Nombre: Suéter Botones M Azul Marino Talla 38, Inventario: 23, Precio: 325.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:36:01
SKU: SKU004060, Nombre: Suéter Botones M Azul Marino Talla 40, Inventario: 11, Precio: 335.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:36:01
SKU: SKU004061, Nombre: Suéter Botones M Azul Marino Talla 42, Inventario: 4, Precio: 335.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:36:01
SKU: SKU004062, Nombre: Suéter Botones M Azul Marino Talla 44, Inventario: 2, Precio: 355.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:36:02
SKU: SKU004063, Nombre: Suéter Cuello V H Azul Marino Talla 12, Inventario: 7, Precio: 295.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:43:42
SKU: SKU004064, Nombre: Suéter Botones M Azul Marino Talla 12, Inventario: 5, Precio: 295.0, Escuela: Telesecundaria 512, Última Modificación: 2025-07-20 11:43:53
SKU: SKU004065, Nombre: Suéter Cuello V H Verde Talla 12, Inventario: 5, Precio: 295.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:19
SKU: SKU004066, Nombre: Suéter Cuello V H Verde Talla 14, Inventario: 0, Precio: 300.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:19
SKU: SKU004067, Nombre: Suéter Cuello V H Verde Talla 16, Inventario: 12, Precio: 300.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:19
SKU: SKU004068, Nombre: Suéter Cuello V H Verde Talla 32, Inventario: 0, Precio: 315.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:19
SKU: SKU004069, Nombre: Suéter Cuello V H Verde Talla 34, Inventario: 8, Precio: 315.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:19
SKU: SKU004070, Nombre: Suéter Cuello V H Verde Talla 36, Inventario: 12, Precio: 325.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:19
SKU: SKU004071, Nombre: Suéter Cuello V H Verde Talla 38, Inventario: 5, Precio: 325.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:19
SKU: SKU004072, Nombre: Suéter Cuello V H Verde Talla 40, Inventario: 3, Precio: 335.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:19
SKU: SKU004073, Nombre: Suéter Cuello V H Verde Talla 42, Inventario: 5, Precio: 335.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:19
SKU: SKU004074, Nombre: Suéter Cuello V H Verde Talla 44, Inventario: 0, Precio: 355.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:19
SKU: SKU004075, Nombre: Suéter Botones M Verde Talla 12, Inventario: 18, Precio: 295.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:27
SKU: SKU004076, Nombre: Suéter Botones M Verde Talla 14, Inventario: 6, Precio: 300.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:27
SKU: SKU004077, Nombre: Suéter Botones M Verde Talla 16, Inventario: 6, Precio: 300.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:27
SKU: SKU004078, Nombre: Suéter Botones M Verde Talla 32, Inventario: 0, Precio: 315.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:27
SKU: SKU004079, Nombre: Suéter Botones M Verde Talla 34, Inventario: 6, Precio: 315.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:27
SKU: SKU004080, Nombre: Suéter Botones M Verde Talla 36, Inventario: 13, Precio: 325.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:27
SKU: SKU004081, Nombre: Suéter Botones M Verde Talla 38, Inventario: 7, Precio: 325.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:27
SKU: SKU004082, Nombre: Suéter Botones M Verde Talla 40, Inventario: 6, Precio: 335.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:27
SKU: SKU004083, Nombre: Suéter Botones M Verde Talla 42, Inventario: 1, Precio: 335.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:28
SKU: SKU004084, Nombre: Suéter Botones M Verde Talla 44, Inventario: 0, Precio: 355.0, Escuela: Bicentenario, Última Modificación: 2025-07-20 11:46:28
SKU: SKU004085, Nombre: Suéter Cuello V H Azul Marino Talla 4, Inventario: 10, Precio: 290.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:30:37
SKU: SKU004086, Nombre: Suéter Cuello V H Azul Marino Talla 6, Inventario: 27, Precio: 290.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:30:37
SKU: SKU004087, Nombre: Suéter Cuello V H Azul Marino Talla 8, Inventario: 11, Precio: 290.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:30:37
SKU: SKU004088, Nombre: Suéter Cuello V H Azul Marino Talla 10, Inventario: 8, Precio: 295.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:30:37
SKU: SKU004089, Nombre: Suéter Cuello V H Azul Marino Talla 12, Inventario: 1, Precio: 295.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:30:37
SKU: SKU004090, Nombre: Suéter Cuello V H Azul Marino Talla 14, Inventario: 9, Precio: 300.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:30:37
SKU: SKU004091, Nombre: Suéter Cuello V H Azul Marino Talla 16, Inventario: 29, Precio: 300.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:30:37
SKU: SKU004092, Nombre: Suéter Cuello V H Azul Marino Talla 32, Inventario: 0, Precio: 315.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:30:37
SKU: SKU004093, Nombre: Suéter Cuello V H Azul Marino Talla 34, Inventario: 3, Precio: 315.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:30:37
SKU: SKU004094, Nombre: Suéter Cuello V H Azul Marino Talla 36, Inventario: 1, Precio: 325.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:30:37
SKU: SKU004095, Nombre: Suéter Cuello V H Azul Marino Talla 38, Inventario: 0, Precio: 325.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:30:37
SKU: SKU004096, Nombre: Suéter Cuello V H Azul Marino Talla 40, Inventario: 0, Precio: 335.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:30:37
SKU: SKU004097, Nombre: Suéter Cuello V H Azul Marino Talla 42, Inventario: 0, Precio: 335.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:30:37
SKU: SKU004098, Nombre: Suéter Botones M Azul Marino Talla 4, Inventario: 16, Precio: 290.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:31:05
SKU: SKU004099, Nombre: Suéter Botones M Azul Marino Talla 6, Inventario: 12, Precio: 290.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:31:05
SKU: SKU004100, Nombre: Suéter Botones M Azul Marino Talla 8, Inventario: 2, Precio: 290.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:31:05
SKU: SKU004101, Nombre: Suéter Botones M Azul Marino Talla 10, Inventario: 3, Precio: 295.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:31:05
SKU: SKU004102, Nombre: Suéter Botones M Azul Marino Talla 12, Inventario: 13, Precio: 295.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:31:05
SKU: SKU004103, Nombre: Suéter Botones M Azul Marino Talla 14, Inventario: 14, Precio: 300.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:31:05
SKU: SKU004104, Nombre: Suéter Botones M Azul Marino Talla 16, Inventario: 22, Precio: 300.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:31:05
SKU: SKU004105, Nombre: Suéter Botones M Azul Marino Talla 32, Inventario: 0, Precio: 315.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:31:05
SKU: SKU004106, Nombre: Suéter Botones M Azul Marino Talla 34, Inventario: 13, Precio: 315.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:31:05
SKU: SKU004107, Nombre: Suéter Botones M Azul Marino Talla 36, Inventario: 2, Precio: 325.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:31:05
SKU: SKU004108, Nombre: Suéter Botones M Azul Marino Talla 38, Inventario: 0, Precio: 325.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:31:05
SKU: SKU004109, Nombre: Suéter Botones M Azul Marino Talla 40, Inventario: 0, Precio: 335.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:31:05
SKU: SKU004110, Nombre: Suéter Botones M Azul Marino Talla 42, Inventario: 0, Precio: 335.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:31:05
SKU: SKU004111, Nombre: Chaleco Azul Marino Talla 4, Inventario: 0, Precio: 240.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:32:06
SKU: SKU004112, Nombre: Chaleco Azul Marino Talla 6, Inventario: 1, Precio: 240.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:32:06
SKU: SKU004113, Nombre: Chaleco Azul Marino Talla 8, Inventario: 0, Precio: 240.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:32:06
SKU: SKU004114, Nombre: Chaleco Azul Marino Talla 10, Inventario: 1, Precio: 245.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:32:06
SKU: SKU004115, Nombre: Chaleco Azul Marino Talla 12, Inventario: 1, Precio: 245.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:32:06
SKU: SKU004116, Nombre: Chaleco Azul Marino Talla 14, Inventario: 1, Precio: 250.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:32:06
SKU: SKU004117, Nombre: Chaleco Azul Marino Talla 16, Inventario: 1, Precio: 250.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:32:06
SKU: SKU004118, Nombre: Chaleco Azul Marino Talla 32, Inventario: 1, Precio: 260.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:32:07
SKU: SKU004119, Nombre: Chaleco Azul Marino Talla 34, Inventario: 0, Precio: 260.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:32:07
SKU: SKU004120, Nombre: Chaleco Azul Marino Talla 36, Inventario: 2, Precio: 275.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:32:07
SKU: SKU004121, Nombre: Chaleco Azul Marino Talla 38, Inventario: 0, Precio: 275.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:32:07
SKU: SKU004122, Nombre: Chaleco Azul Marino Talla 40, Inventario: 0, Precio: 285.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:32:07
SKU: SKU004123, Nombre: Chaleco Azul Marino Talla 42, Inventario: 0, Precio: 285.0, Escuela: Miguel Hidalgo, Última Modificación: 2025-07-20 12:32:07
SKU: SKU004124, Nombre: Suéter Cuello V H Rojo Talla 4, Inventario: 0, Precio: 290.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:26
SKU: SKU004125, Nombre: Suéter Cuello V H Rojo Talla 6, Inventario: 16, Precio: 290.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:26
SKU: SKU004126, Nombre: Suéter Cuello V H Rojo Talla 8, Inventario: 10, Precio: 290.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:26
SKU: SKU004127, Nombre: Suéter Cuello V H Rojo Talla 10, Inventario: 9, Precio: 295.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:26
SKU: SKU004128, Nombre: Suéter Cuello V H Rojo Talla 12, Inventario: 12, Precio: 295.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:26
SKU: SKU004129, Nombre: Suéter Cuello V H Rojo Talla 14, Inventario: 17, Precio: 300.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:26
SKU: SKU004130, Nombre: Suéter Cuello V H Rojo Talla 16, Inventario: 20, Precio: 300.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:26
SKU: SKU004131, Nombre: Suéter Cuello V H Rojo Talla 32, Inventario: 0, Precio: 315.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:26
SKU: SKU004132, Nombre: Suéter Cuello V H Rojo Talla 34, Inventario: 0, Precio: 315.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:26
SKU: SKU004133, Nombre: Suéter Cuello V H Rojo Talla 36, Inventario: 2, Precio: 325.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:26
SKU: SKU004134, Nombre: Suéter Cuello V H Rojo Talla 38, Inventario: 0, Precio: 325.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:27
SKU: SKU004135, Nombre: Suéter Cuello V H Rojo Talla 40, Inventario: 0, Precio: 335.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:27
SKU: SKU004136, Nombre: Suéter Botones M Rojo Talla 4, Inventario: 0, Precio: 290.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:36
SKU: SKU004137, Nombre: Suéter Botones M Rojo Talla 6, Inventario: 16, Precio: 290.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:36
SKU: SKU004138, Nombre: Suéter Botones M Rojo Talla 8, Inventario: 5, Precio: 290.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:36
SKU: SKU004139, Nombre: Suéter Botones M Rojo Talla 10, Inventario: 11, Precio: 295.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:36
SKU: SKU004140, Nombre: Suéter Botones M Rojo Talla 12, Inventario: 23, Precio: 295.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:36
SKU: SKU004141, Nombre: Suéter Botones M Rojo Talla 14, Inventario: 16, Precio: 300.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:36
SKU: SKU004142, Nombre: Suéter Botones M Rojo Talla 16, Inventario: 17, Precio: 300.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:36
SKU: SKU004143, Nombre: Suéter Botones M Rojo Talla 32, Inventario: 0, Precio: 315.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:36
SKU: SKU004144, Nombre: Suéter Botones M Rojo Talla 34, Inventario: 3, Precio: 315.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:36
SKU: SKU004145, Nombre: Suéter Botones M Rojo Talla 36, Inventario: 0, Precio: 325.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:37
SKU: SKU004146, Nombre: Suéter Botones M Rojo Talla 38, Inventario: 0, Precio: 325.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:37
SKU: SKU004147, Nombre: Suéter Botones M Rojo Talla 40, Inventario: 0, Precio: 335.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:37
SKU: SKU004148, Nombre: Chaleco Rojo Talla 4, Inventario: 0, Precio: 240.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:55
SKU: SKU004149, Nombre: Chaleco Rojo Talla 6, Inventario: 6, Precio: 240.0, Escuela: Ignacio Allende, Última Modificación: 2025-07-20 12:57:55
